sample_index,observed,AR(3),MA(2),"ARMA(3,2)","ARIMA(3,1,2)",Training-mean baseline
2331,957.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2332,956.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2333,956.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2334,953.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2335,955.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2336,957.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2337,957.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2338,954.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2339,958.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2340,958.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2341,958.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2342,960.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2343,960.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2344,957.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2345,957.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2346,959.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2347,960.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2348,961.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2349,962.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2350,964.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2351,966.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2352,965.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2353,965.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2354,966.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2355,967.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2356,967.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2357,967.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2358,966.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2359,967.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2360,971.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2361,973.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2362,975.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2363,977.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2364,977.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2365,977.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2366,976.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2367,975.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2368,976.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2369,976.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2370,977.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2371,978.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2372,979.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2373,977.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2374,980.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2375,979.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2376,978.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2377,978.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2378,980.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2379,975.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2380,977.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2381,976.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2382,979.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2383,982.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2384,984.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2385,988.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2386,990.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2387,993.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2388,996.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2389,997.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2390,994.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2391,993.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2392,991.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2393,989.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2394,988.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2395,990.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2396,990.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2397,990.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2398,992.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2399,993.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2400,992.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2401,992.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2402,991.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2403,988.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2404,985.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2405,984.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2406,982.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2407,983.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2408,982.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2409,983.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2410,984.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2411,987.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2412,987.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2413,989.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2414,988.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2415,986.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2416,984.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2417,983.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2418,978.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2419,982.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2420,982.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2421,984.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2422,984.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2423,987.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2424,988.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2425,986.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2426,990.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2427,988.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2428,987.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2429,984.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2430,983.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2431,983.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2432,985.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2433,985.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2434,986.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2435,987.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2436,987.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2437,989.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2438,991.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2439,990.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2440,990.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2441,986.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2442,985.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2443,982.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2444,984.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2445,986.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2446,986.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2447,986.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2448,988.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2449,988.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2450,986.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2451,985.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2452,986.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2453,984.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2454,983.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2455,984.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2456,984.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2457,986.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2458,988.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2459,991.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2460,987.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2461,985.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2462,987.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2463,988.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2464,989.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2465,990.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2466,991.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2467,990.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2468,991.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2469,995.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2470,1000.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2471,1002.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2472,1002.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2473,1000.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2474,1002.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2475,1002.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2476,1005.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2477,1010.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2478,1015.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2479,1018.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2480,1021.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2481,1023.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2482,1024.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2483,1022.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2484,1022.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2485,1022.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2486,1018.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2487,1016.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2488,1013.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2489,1008.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2490,1002.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2491,999.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2492,994.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2493,992.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2494,992.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2495,992.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2496,987.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2497,986.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2498,981.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2499,977.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2500,979.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2501,976.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2502,971.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2503,971.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2504,972.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2505,972.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2506,974.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2507,975.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2508,975.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2509,976.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2510,975.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2511,973.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2512,972.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2513,970.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2514,967.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2515,964.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2516,962.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2517,963.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2518,972.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2519,987.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2520,1006.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2521,1037.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2522,1078.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2523,1120.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2524,1169.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2525,1219.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2526,1266.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2527,1303.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2528,1314.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2529,1303.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2530,1263.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2531,1206.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2532,1135.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2533,1074.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2534,1020.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2535,982.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2536,960.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2537,950.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2538,955.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2539,962.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2540,971.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2541,976.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2542,976.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2543,976.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2544,969.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2545,964.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2546,960.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2547,960.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2548,960.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2549,960.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2550,961.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2551,961.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2552,961.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2553,959.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2554,957.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2555,959.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2556,959.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2557,959.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2558,960.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2559,962.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2560,961.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2561,961.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2562,962.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2563,960.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2564,960.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2565,962.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2566,961.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2567,963.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2568,963.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2569,965.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2570,963.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2571,965.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2572,964.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2573,965.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2574,965.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2575,966.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2576,965.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2577,967.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2578,966.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2579,966.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2580,970.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2581,970.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2582,972.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2583,972.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2584,974.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2585,974.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2586,973.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2587,971.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2588,974.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2589,974.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2590,976.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2591,977.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2592,980.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2593,978.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2594,981.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2595,981.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2596,981.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2597,981.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
