,observed,trend,seasonal,residual
409,1003.0,1038.0225,11.430432670243839,-46.452932670243875
410,1001.0,1037.9175,2.859605630192867,-39.777105630192885
411,1001.0,1037.81,-3.82372140985811,-32.986278590141836
412,999.0,1037.6975000000002,-11.286492894353556,-27.41100710564666
413,999.0,1037.5675,-16.528986601071214,-22.038513398928895
414,1001.0,1037.42,-19.328146974455578,-17.091853025544495
415,1002.0,1037.2675,-20.794251792284328,-14.4732482077156
416,1004.0,1037.1025000000002,-19.92757883233535,-13.174921167664841
417,1005.0,1036.9275000000002,-18.61590587238632,-13.311594127613915
418,1007.0,1036.7475,-17.414232912437356,-12.33326708756259
419,1009.0,1036.5675,-16.211726619155044,-11.355773380845065
420,1010.0,1036.3925,-16.56449810365045,-9.828001896349477
421,1011.0,1036.2175,-16.250602921479253,-8.96689707852072
422,1008.0,1036.0424999999998,-16.713929961530226,-11.328570038469564
423,1005.0,1035.8674999999998,-16.288923668247946,-14.57857633175189
424,1005.0,1035.6875,-15.753917374965583,-14.933582625034417
425,1005.0,1035.5049999999999,-14.77391108168325,-15.731088918316631
426,1006.0,1035.3300000000002,-14.678071455067618,-14.651928544932536
427,1008.0,1035.1725,-13.685009606229798,-13.487490393770102
428,1008.0,1035.04,-13.233336646280721,-13.806663353719243
429,1012.0,1034.9325000000001,-12.205552575220638,-10.72694742477948
430,1012.0,1034.8575,-12.041657393049457,-10.815842606950616
431,1018.0,1034.8075,-9.961095544211558,-6.846404455788333
